,Order,Suborder,Family,Subfamily,Genus,Species,genus_species,Feng_tiplabel,mod_tiplabel,Museum,SpecimenNumber,Sex,Stage,SVL_mm,Mass_g,ED_right_mm,ED_left_mm,CD_right_mm,CD_left_mm,Ant_dis_mm,Post_dis_mm,PostLid_dis_mm,EL_R_mm,EL_L_mm,Measured_by
181,Anura,Neobatrachia,Eleutherodactylidae,NA,Eleutherodactylus,coqui,Eleutherodactylus_coqui,Eleutherodactylus_coqui_Eleutherodactylidae,Eleutherodactylus_coqui_Eleutherodactylidae,NHM,1971.424,NA,adult,30,2.4,4.6,4.5,3.8,4,6.5,NA,10,1.1,1,Kate_Thomas
182,Anura,Neobatrachia,Eleutherodactylidae,NA,Eleutherodactylus,coqui,Eleutherodactylus_coqui,Eleutherodactylus_coqui_Eleutherodactylidae,Eleutherodactylus_coqui_Eleutherodactylidae,NHM,1971.425,NA,adult,26.1,2.3,4.4,4.2,3.8,3.8,6.3,NA,9.1,0.9,0.9,Kate_Thomas
183,Anura,Neobatrachia,Eleutherodactylidae,NA,Eleutherodactylus,marnockii,Eleutherodactylus_marnockii,Eleutherodactylus_marnockii_Eleutherodactylidae,Eleutherodactylus_marnockii_Eleutherodactylidae,NHM,1962.727,NA,adult,25.8,1.3,3.6,3.5,2.9,3.2,4.9,NA,7,0.8,0.9,Kate_Thomas
184,Anura,Neobatrachia,Eleutherodactylidae,NA,Eleutherodactylus,marnockii,Eleutherodactylus_marnockii,Eleutherodactylus_marnockii_Eleutherodactylidae,Eleutherodactylus_marnockii_Eleutherodactylidae,NHM,1962.728,NA,adult,21.8,0.9,3.5,3.5,2.9,2.9,4.2,NA,6.3,1.1,0.9,Kate_Thomas
185,Anura,Neobatrachia,Eleutherodactylidae,NA,Eleutherodactylus,marnockii,Eleutherodactylus_marnockii,Eleutherodactylus_marnockii_Eleutherodactylidae,Eleutherodactylus_marnockii_Eleutherodactylidae,NHM,1962.729,NA,adult,18,0.5,2.7,2.8,2.5,2.5,3.6,NA,5.3,0.7,0.5,Kate_Thomas
186,Anura,Neobatrachia,Eleutherodactylidae,NA,Eleutherodactylus,planirostris,Eleutherodactylus_planirostris,Eleutherodactylus_planirostris_Eleutherodactylidae,Eleutherodactylus_planirostris_Eleutherodactylidae,NHM,1979.816,NA,adult,22.2,1.2,3,3.1,2.8,2.8,4.5,NA,6.3,0.9,0.8,Kate_Thomas
187,Anura,Neobatrachia,Eleutherodactylidae,NA,Eleutherodactylus,planirostris,Eleutherodactylus_planirostris,Eleutherodactylus_planirostris_Eleutherodactylidae,Eleutherodactylus_planirostris_Eleutherodactylidae,NHM,1979.817,NA,adult,20.7,1.2,3,3.1,2.8,2.8,4.3,NA,5.9,0.9,0.8,Kate_Thomas
188,Anura,Neobatrachia,Eleutherodactylidae,NA,Eleutherodactylus,planirostris,Eleutherodactylus_planirostris,Eleutherodactylus_planirostris_Eleutherodactylidae,Eleutherodactylus_planirostris_Eleutherodactylidae,NHM,1979.818,NA,adult,22.6,1.3,3.1,3.1,2.7,2.7,4.1,NA,5.9,0.9,0.8,Kate_Thomas
189,Anura,Neobatrachia,Leptodactylidae,NA,Engystomops,pustulosus,Engystomops_pustulosus,Physalaemus_pustulosus_Leptodactylidae,Physalaemus_pustulosus_Leptodactylidae,NHM,1976.136,NA,adult,30.8,3.6,3.9,3.8,3,2.9,5.7,NA,7.9,1.2,1.5,Kate_Thomas
190,Anura,Neobatrachia,Leptodactylidae,NA,Engystomops,pustulosus,Engystomops_pustulosus,Physalaemus_pustulosus_Leptodactylidae,Physalaemus_pustulosus_Leptodactylidae,NHM,1976.137,NA,adult,28.1,2.2,3.4,3.5,3,2.9,5.2,NA,6.8,1.2,1.2,Kate_Thomas
191,Anura,Neobatrachia,Leptodactylidae,NA,Engystomops,pustulosus,Engystomops_pustulosus,Physalaemus_pustulosus_Leptodactylidae,Physalaemus_pustulosus_Leptodactylidae,NHM,1976.132,NA,adult,29.1,2.1,3.5,3.4,2.6,2.7,5,NA,6.7,1,1.1,Kate_Thomas
192,Anura,Neobatrachia,Bufonidae,NA,Epidalea,calamita,Epidalea_calamita,Epidalea_calamita_Bufonidae,Epidalea_calamita_Bufonidae,NHM,91.8.28.34,NA,adult,52.9,15.9,7.2,7.1,4.8,4.6,8.6,NA,13.8,3.3,3.4,Kate_Thomas
193,Anura,Neobatrachia,Bufonidae,NA,Epidalea,calamita,Epidalea_calamita,Epidalea_calamita_Bufonidae,Epidalea_calamita_Bufonidae,NHM,91.8.28.34,NA,adult,60.6,22.2,8,8.2,5.5,5.8,9.3,NA,15.4,3,3,Kate_Thomas
194,Anura,Neobatrachia,Bufonidae,NA,Epidalea,calamita,Epidalea_calamita,Epidalea_calamita_Bufonidae,Epidalea_calamita_Bufonidae,NHM,91.8.28.35,NA,adult,58.7,22.5,8.5,8.4,5.6,5.7,8.8,NA,16.5,3.4,3.6,Kate_Thomas
195,Anura,Neobatrachia,Centrolenidae,NA,Espadarana,prosoblepon,Espadarana_prosoblepon,Espadarana_prosoblepon_Centrolenidae,Espadarana_prosoblepon_Centrolenidae,NHM,1979.378,NA,adult,25.1,0.8,3.8,3.8,2.8,2.5,4.2,NA,8.3,0.8,1,Kate_Thomas
196,Anura,Neobatrachia,Centrolenidae,NA,Espadarana,prosoblepon,Espadarana_prosoblepon,Espadarana_prosoblepon_Centrolenidae,Espadarana_prosoblepon_Centrolenidae,NHM,1979.38,NA,adult,24.3,0.8,3.9,3.8,2.8,2.9,4,NA,7.4,0.8,0.8,Kate_Thomas
197,Anura,Neobatrachia,Centrolenidae,NA,Espadarana,prosoblepon,Espadarana_prosoblepon,Espadarana_prosoblepon_Centrolenidae,Espadarana_prosoblepon_Centrolenidae,NHM,1979.381,NA,adult,23.7,0.7,3.6,3.5,2.8,2.6,3.6,NA,7.9,0.5,0.5,Kate_Thomas
198,Anura,Neobatrachia,Dicroglossidae,NA,Euphlyctis,cyanophlyctis,Euphlyctis_cyanophlyctis,Euphlyctis_cyanophlyctis_Dicroglossidae,Euphlyctis_cyanophlyctis_Dicroglossidae,NHM,1987.1.14.27,NA,adult,53.6,16.3,6.5,6.3,4.8,4.3,6.4,NA,9.9,3.4,3.8,Kate_Thomas
199,Anura,Neobatrachia,Dicroglossidae,NA,Euphlyctis,cyanophlyctis,Euphlyctis_cyanophlyctis,Euphlyctis_cyanophlyctis_Dicroglossidae,Euphlyctis_cyanophlyctis_Dicroglossidae,NHM,1987.1.14.28,NA,adult,45.7,10.5,6,5.8,4.2,4.1,6.7,NA,10.3,2.9,3.2,Kate_Thomas
200,Anura,Neobatrachia,Dicroglossidae,NA,Euphlyctis,cyanophlyctis,Euphlyctis_cyanophlyctis,Euphlyctis_cyanophlyctis_Dicroglossidae,Euphlyctis_cyanophlyctis_Dicroglossidae,NHM,1987.1.14.29,NA,adult,46.8,11.5,6,4.3,6,4.3,6.8,NA,9.8,3.8,3.9,Kate_Thomas
201,Anura,Neobatrachia,Alsodidae,NA,Eupsophus,roseus,Eupsophus_roseus,NA,Eupsophus_roseus_Alsodidae,NHM,1907.1.22.22,NA,adult,38.5,8,5.4,5.1,4.1,4.3,7.7,12.4,NA,2,2.1,Kate_Thomas
202,Anura,Neobatrachia,Alsodidae,NA,Eupsophus,roseus,Eupsophus_roseus,NA,Eupsophus_roseus_Alsodidae,NHM,1907.1.22.23,NA,adult,44.8,12,6.4,6.5,5.3,5.2,6.8,13.1,NA,2.2,2.1,Kate_Thomas
203,Anura,Neobatrachia,Alsodidae,NA,Eupsophus,roseus,Eupsophus_roseus,NA,Eupsophus_roseus_Alsodidae,NHM,1907.1.22.24,NA,adult,34,5,4.8,4.8,3.8,3.6,5.4,10.5,NA,2.2,2.2,Kate_Thomas
204,Anura,Neobatrachia,Alsodidae,NA,Eupsophus,roseus,Eupsophus_roseus,NA,Eupsophus_roseus_Alsodidae,NHM,1907.1.22.25,NA,adult,36.2,5,5.1,4.8,4.1,4.3,6.3,11.1,NA,1.9,2,Kate_Thomas
205,Anura,Neobatrachia,Dicroglossidae,NA,Fejervarya,limnocharis,Fejervarya_limnocharis,Fejervarya_limnocharis_Dicroglossidae,Fejervarya_limnocharis_Dicroglossidae,NHM,1929.12.1.3,NA,adult,48.4,7.4,6.1,6,4.8,5.1,6.8,NA,9.9,2.1,1.8,Kate_Thomas
206,Anura,Neobatrachia,Dicroglossidae,NA,Fejervarya,limnocharis,Fejervarya_limnocharis,Fejervarya_limnocharis_Dicroglossidae,Fejervarya_limnocharis_Dicroglossidae,NHM,1929.12.1.4,NA,adult,48.8,8.1,6.1,6,5,4.8,7.1,NA,9.8,2.5,2.5,Kate_Thomas
207,Anura,Neobatrachia,Dicroglossidae,NA,Fejervarya,limnocharis,Fejervarya_limnocharis,Fejervarya_limnocharis_Dicroglossidae,Fejervarya_limnocharis_Dicroglossidae,NHM,1929.12.1.5,NA,adult,44.7,8.3,6.3,6.2,4.6,5.2,7.1,NA,10.3,2.4,2.4,Kate_Thomas
208,Anura,Neobatrachia,Hemiphractidae,NA,Flectonotus,fitzgeraldi,Flectonotus_fitzgeraldi,Flectonotus_fitzgeraldi_Hemiphractidae,Flectonotus_fitzgeraldi_Hemiphractidae,NHM,1971.1617,NA,adult,21.4,0.7,3.6,3.5,3.1,3,4.2,6.7,NA,0.8,0.5,Kate_Thomas
209,Anura,Neobatrachia,Hemiphractidae,NA,Flectonotus,fitzgeraldi,Flectonotus_fitzgeraldi,Flectonotus_fitzgeraldi_Hemiphractidae,Flectonotus_fitzgeraldi_Hemiphractidae,NHM,1971.1626,NA,adult,19.2,0.6,3.7,3.6,3,2.9,3.5,6.6,NA,0.7,0.6,Kate_Thomas
210,Anura,Neobatrachia,Hemiphractidae,NA,Flectonotus,fitzgeraldi,Flectonotus_fitzgeraldi,Flectonotus_fitzgeraldi_Hemiphractidae,Flectonotus_fitzgeraldi_Hemiphractidae,NHM,1971.1619,NA,adult,22.9,0.8,3.9,3.8,3,2.6,3.8,7.7,NA,0.7,0.8,Kate_Thomas
211,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,carolinensis,Gastrophryne_carolinensis,NA,Gastrophryne_carolinensis_Microhylidae,NCSM,NCSM44366,NA,adult,16.7,NA,1.9,2,1.6,1.6,3.1,NA,4.5,0.5,0.6,Kate_Thomas
212,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,carolinensis,Gastrophryne_carolinensis,NA,Gastrophryne_carolinensis_Microhylidae,NCSM,NCSM69282,NA,adult,32.3,4,2.5,2.7,1.9,1.9,4.5,NA,6.5,0.9,0.9,Kate_Thomas
213,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,carolinensis,Gastrophryne_carolinensis,NA,Gastrophryne_carolinensis_Microhylidae,NCSM,NCSM30319,NA,adult,27.7,NA,2.5,2.5,1.9,2,4,NA,6.5,1,0.9,Kate_Thomas
214,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,carolinensis,Gastrophryne_carolinensis,NA,Gastrophryne_carolinensis_Microhylidae,NCSM,NCSM94461,NA,adult,32.1,4,2.6,2.5,1.9,1.9,4.4,NA,6.7,1.3,1,Kate_Thomas
215,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,carolinensis,Gastrophryne_carolinensis,NA,Gastrophryne_carolinensis_Microhylidae,NCSM,NCSM94444,NA,adult,18.8,NA,2,2,1.7,1.7,3,4.2,0.5,0.6,NA,Kate_Thomas
216,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,carolinensis,Gastrophryne_carolinensis,NA,Gastrophryne_carolinensis_Microhylidae,NCSM,NCSM94484,NA,adult,27.3,3,2.3,2.5,1.9,1.7,4,6,0.8,0.8,NA,Kate_Thomas
217,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,carolinensis,Gastrophryne_carolinensis,NA,Gastrophryne_carolinensis_Microhylidae,NCSM,NCSM94441,NA,adult,21.8,NA,2.4,2.2,1.8,1.7,3.3,NA,5.7,0.7,0.7,Kate_Thomas
218,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,olivacea,Gastrophryne_olivacea,Gastrophryne_olivacea_Microhylidae,Gastrophryne_olivacea_Microhylidae,NHM,1931.12.18.7,NA,adult,27.2,1.7,2.2,2.5,1.9,1.9,4.1,NA,5.7,0.7,0.8,Kate_Thomas
219,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,olivacea,Gastrophryne_olivacea,Gastrophryne_olivacea_Microhylidae,Gastrophryne_olivacea_Microhylidae,NHM,1931.12.18.8,NA,adult,26,1.8,2.3,2.2,1.8,1.6,4.1,NA,5.5,0.8,0.8,Kate_Thomas
220,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,olivacea,Gastrophryne_olivacea,Gastrophryne_olivacea_Microhylidae,Gastrophryne_olivacea_Microhylidae,NCSM,NCSM89650,NA,adult,34.8,3,2,2.1,1.8,1.8,4.5,NA,6.2,1.2,1,Kate_Thomas
221,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,olivacea,Gastrophryne_olivacea,Gastrophryne_olivacea_Microhylidae,Gastrophryne_olivacea_Microhylidae,NCSM,NCSM27876(2),NA,adult,26.1,NA,2.1,2.2,1.8,1.9,4,NA,5.8,0.7,0.8,Kate_Thomas
222,Anura,Neobatrachia,Microhylidae,Gastrophryninae,Gastrophryne,olivacea,Gastrophryne_olivacea,Gastrophryne_olivacea_Microhylidae,Gastrophryne_olivacea_Microhylidae,NCSM,NCSM89649,NA,adult,26.3,NA,2.1,2.1,1.6,1.6,4.1,NA,5.8,0.8,0.8,Kate_Thomas
223,Anura,Neobatrachia,Microhylidae,Asterophryinae,Gastrophrynoides,borneensis,Gastrophrynoides_borneensis,NA,Gastrophrynoides_borneensis_Microhylidae,NHM,1914.5.12.18,NA,adult,13.2,0.3,1.3,1.8,1.1,1.5,2.5,NA,3.9,0.7,0.7,Kate_Thomas
224,Anura,Neobatrachia,Hemiphractidae,Hemiphractinae,Gastrotheca,cornuta,Gastrotheca_cornuta,NA,Gastrotheca_cornuta_Hemiphractidae,NCSM,NCSM86233,NA,adult,74.3,30,11.9,10.9,8.5,8.2,12.3,NA,24.5,2.6,2.8,Kate_Thomas
225,Anura,Neobatrachia,Hemiphractidae,Hemiphractinae,Gastrotheca,cornuta,Gastrotheca_cornuta,NA,Gastrotheca_cornuta_Hemiphractidae,NCSM,NCSM86234,NA,adult,73.1,25,11.1,10.9,8.8,9.2,14.6,NA,26.2,1.8,2.3,Kate_Thomas
226,Anura,Neobatrachia,Hemiphractidae,NA,Gastrotheca,pseustes,Gastrotheca_pseustes,Gastrotheca_pseustes_Hemiphractidae,Gastrotheca_pseustes_Hemiphractidae,NHM,1986.242,NA,adult,43.9,10,7.3,6.7,4.7,4.5,9.1,14.7,NA,2.7,2.5,Kate_Thomas
227,Anura,Neobatrachia,Hemiphractidae,NA,Gastrotheca,pseustes,Gastrotheca_pseustes,Gastrotheca_pseustes_Hemiphractidae,Gastrotheca_pseustes_Hemiphractidae,NHM,1932.10.2.86,NA,adult,48,8,6.1,6,4.4,4.9,7.2,13.5,NA,2.5,2.2,Kate_Thomas
228,Anura,Neobatrachia,Hemiphractidae,NA,Gastrotheca,pseustes,Gastrotheca_pseustes,Gastrotheca_pseustes_Hemiphractidae,Gastrotheca_pseustes_Hemiphractidae,NHM,1940.2.25.30,NA,adult,41,7,5.7,6,4.6,4.6,5.4,12,NA,2.3,2.2,Kate_Thomas
229,Anura,Neobatrachia,Microhylidae,Microhylinae,Glyphoglossus,guttulatus,Glyphoglossus_guttulatus,Calluella_guttulata_Microhylidae,Calluella_guttulata_Microhylidae,NCSM,NCSM85348,NA,adult,48.6,12,4.3,4.1,3.6,3.6,7.2,NA,11.4,2.3,2.4,Kate_Thomas
230,Anura,Neobatrachia,Microhylidae,Microhylinae,Glyphoglossus,guttulatus,Glyphoglossus_guttulatus,Calluella_guttulata_Microhylidae,Calluella_guttulata_Microhylidae,NCSM,NCSM79367,NA,adult,46.3,12,4.2,3.8,3,3.1,6.9,NA,10.9,2.4,2.6,Kate_Thomas
231,Anura,Neobatrachia,Microhylidae,Microhylinae,Glyphoglossus,guttulatus,Glyphoglossus_guttulatus,Calluella_guttulata_Microhylidae,Calluella_guttulata_Microhylidae,NCSM,NCSM79369,NA,adult,32.6,3,3.2,2.9,2.3,2.5,5.1,NA,8,1.8,1.9,Kate_Thomas
232,Anura,Neobatrachia,Heleophrynidae,NA,Heleophryne,purcelli,Heleophryne_purcelli,Heleophryne_purcelli_Heleophrynidae,Heleophryne_purcelli_Heleophrynidae,NHM,1936.4.11.7,NA,adult,40.6,6,6.4,6.2,5.1,4.8,6.6,12.9,NA,1.7,1.9,Kate_Thomas
233,Anura,Neobatrachia,Heleophrynidae,NA,Heleophryne,purcelli,Heleophryne_purcelli,Heleophryne_purcelli_Heleophrynidae,Heleophryne_purcelli_Heleophrynidae,NHM,1931.6.10.3,NA,adult,41.9,6,6.4,5.9,5.3,5.2,7.8,12.8,NA,1.6,1.6,Kate_Thomas
234,Anura,Neobatrachia,Hemiphractidae,NA,Hemiphractus,bubalus,Hemiphractus_bubalus,Hemiphractus_bubalus_Hemiphractidae,Hemiphractus_bubalus_Hemiphractidae,NHM,1903.6.30.19,female,adult,63.7,15,8.3,8.1,6.6,6.6,12.5,22.2,NA,4.8,5,Kate_Thomas
235,Anura,Neobatrachia,Hemiphractidae,NA,Hemiphractus,bubalus,Hemiphractus_bubalus,Hemiphractus_bubalus_Hemiphractidae,Hemiphractus_bubalus_Hemiphractidae,NHM,1973.285,NA,adult,38.1,3,5.1,5.2,3.3,3.8,6.2,13.2,NA,2.2,2.4,Kate_Thomas
236,Anura,Neobatrachia,Hemisotidae,NA,Hemisus,marmoratus,Hemisus_marmoratus,Hemisus_marmoratus_Hemisotidae,Hemisus_marmoratus_Hemisotidae,NHM,1906.3.30.159,NA,adult,34.7,5.2,3.3,3,2.1,2.4,5.7,NA,8,1.6,2,Kate_Thomas
237,Anura,Neobatrachia,Hemisotidae,NA,Hemisus,marmoratus,Hemisus_marmoratus,Hemisus_marmoratus_Hemisotidae,Hemisus_marmoratus_Hemisotidae,NHM,1906.3.30.160,NA,adult,41,10.8,3.5,3.2,2,2.3,6,NA,8.3,2.2,2.2,Kate_Thomas
238,Anura,Neobatrachia,Dicroglossidae,NA,Hoplobatrachus,tigerinus,Hoplobatrachus_tigerinus,Hoplobatrachus_tigerinus_Dicroglossidae,Hoplobatrachus_tigerinus_Dicroglossidae,NHM,1972.189,NA,adult,81.8,53.9,10.6,10.9,8.1,7.9,11.3,NA,18.2,4.1,4.7,Kate_Thomas
239,Anura,Neobatrachia,Dicroglossidae,NA,Hoplobatrachus,tigerinus,Hoplobatrachus_tigerinus,Hoplobatrachus_tigerinus_Dicroglossidae,Hoplobatrachus_tigerinus_Dicroglossidae,NHM,1972.1888,female,adult,108.4,168,11.2,12.6,8.3,8.8,14.5,NA,22.3,6.3,6.3,Kate_Thomas
240,Anura,Neobatrachia,Dicroglossidae,NA,Hoplobatrachus,tigerinus,Hoplobatrachus_tigerinus,Hoplobatrachus_tigerinus_Dicroglossidae,Hoplobatrachus_tigerinus_Dicroglossidae,NHM,1972.1891,female,adult,126.9,156,14.7,14.9,11,11.4,18.6,NA,27.4,9,8.7,Kate_Thomas
241,Anura,Neobatrachia,Microhylidae,Hoplophryninae,Hoplophryne,rogersi,Hoplophryne_rogersi,Hoplophryne_rogersi_Microhylidae,Hoplophryne_rogersi_Microhylidae,NHM,2000.564,NA,adult,23,1.3,2.8,3.1,2.6,2.9,3.9,NA,6.6,0.8,0.7,Kate_Thomas
242,Anura,Neobatrachia,Microhylidae,Hoplophryninae,Hoplophryne,rogersi,Hoplophryne_rogersi,Hoplophryne_rogersi_Microhylidae,Hoplophryne_rogersi_Microhylidae,NHM,2000.756,NA,adult,24.7,1.8,2.9,2.9,2.2,2.3,4.3,NA,7.1,1,0.8,Kate_Thomas
243,Anura,Neobatrachia,Microhylidae,Hoplophryninae,Hoplophryne,rogersi,Hoplophryne_rogersi,Hoplophryne_rogersi_Microhylidae,Hoplophryne_rogersi_Microhylidae,NHM,2002.513,NA,adult,24.9,2.4,3.1,3,2.6,2.9,4.9,NA,7.6,0.8,0.9,Kate_Thomas
244,Anura,Neobatrachia,Hylidae,NA,Hyla,chinensis,Hyla_chinensis,Hyla_chinensis_Hylidae,Hyla_chinensis_Hylidae,NHM,1901.1.19.6,NA,adult,34.7,3.9,5.4,5.4,4.5,4.9,7.8,1.2,1.2,1.3,1.4,Kate_Thomas
245,Anura,Neobatrachia,Hylidae,NA,Hyla,chinensis,Hyla_chinensis,Hyla_chinensis_Hylidae,Hyla_chinensis_Hylidae,NHM,94.1.25.10,NA,adult,34.5,2.7,4.4,4,3.2,3.2,6.7,1,1,1.3,1.3,Kate_Thomas
246,Anura,Neobatrachia,Hylidae,NA,Hyla,chinensis,Hyla_chinensis,Hyla_chinensis_Hylidae,Hyla_chinensis_Hylidae,NHM,94.1.25.11,NA,adult,32.2,2.4,3.9,3.7,3.3,3.3,6.3,9.5,9.5,1.3,1.3,Kate_Thomas
247,Anura,Neobatrachia,Hylodidae,NA,Hylodes,nasus,Hylodes_nasus,Hylodes_nasus_Hylodidae,Hylodes_nasus_Hylodidae,NHM,1928.11.5.1,NA,adult,40.2,6,6.3,5.8,4.4,4.5,7.7,11,NA,1.5,1.9,Kate_Thomas
248,Anura,Neobatrachia,Hylodidae,NA,Hylodes,nasus,Hylodes_nasus,Hylodes_nasus_Hylodidae,Hylodes_nasus_Hylodidae,NHM,1928.11.5.2,NA,adult,45.2,7,6.6,6.5,5,5.2,8.3,11.7,NA,1.9,1.6,Kate_Thomas
249,Anura,Neobatrachia,Hylodidae,NA,Hylodes,nasus,Hylodes_nasus,Hylodes_nasus_Hylodidae,Hylodes_nasus_Hylodidae,NHM,1928.11.5.3,NA,adult,38.9,5,5.9,5.6,4.4,4.2,7.5,10.3,NA,1.6,1.4,Kate_Thomas
250,Anura,Neobatrachia,Microhylidae,Asterophryinae,Hylophorbus,rufescens,Hylophorbus_rufescens,Hylophorbus_rufescens_Microhylidae,Hylophorbus_rufescens_Microhylidae,NHM,1987.1812,NA,adult,38.8,7.2,5.6,5.2,4,4.1,6.4,NA,9.6,1.3,1.3,Kate_Thomas
251,Anura,Neobatrachia,Microhylidae,Asterophryinae,Hylophorbus,rufescens,Hylophorbus_rufescens,Hylophorbus_rufescens_Microhylidae,Hylophorbus_rufescens_Microhylidae,NHM,1987.1813,NA,adult,34.8,5.1,4.4,3.9,3.4,3.2,5.7,NA,8.2,0.9,0.9,Kate_Thomas
252,Anura,Archaeobatrachia,Pipidae,NA,Hymenochirus,boettgeri,Hymenochirus_boettgeri,Hymenochirus_boettgeri_Pipidae,Hymenochirus_boettgeri_Pipidae,NHM,99.6.26.39,NA,adult,36.1,3,1.8,1.8,1.8,1.8,5,6.8,NA,0.8,0.6,Kate_Thomas
253,Anura,Archaeobatrachia,Pipidae,NA,Hymenochirus,boettgeri,Hymenochirus_boettgeri,Hymenochirus_boettgeri_Pipidae,Hymenochirus_boettgeri_Pipidae,NHM,99.6.26.42,NA,adult,36.8,3,1.5,1.6,1.5,1.6,5.4,6.5,NA,0.5,0.6,Kate_Thomas
254,Anura,Archaeobatrachia,Pipidae,NA,Hymenochirus,boettgeri,Hymenochirus_boettgeri,Hymenochirus_boettgeri_Pipidae,Hymenochirus_boettgeri_Pipidae,NHM,99.6.26.38,NA,adult,30.4,3,1.9,1.9,1.9,1.9,4.5,6.7,NA,0.4,0.6,Kate_Thomas
255,Anura,Archaeobatrachia,Pipidae,NA,Hymenochirus,boettgeri,Hymenochirus_boettgeri,Hymenochirus_boettgeri_Pipidae,Hymenochirus_boettgeri_Pipidae,NHM,99.6.26.41,NA,adult,28.2,2,1.5,1.7,1.5,1.7,4.7,6.1,NA,0.5,0.5,Kate_Thomas
256,Anura,Neobatrachia,Hyperoliidae,NA,Hyperolius,bolifambae,Hyperolius_bolifambae,Hyperolius_bolifambae_Hyperoliidae,Hyperolius_bolifambae_Hyperoliidae,NHM,1980.1311,NA,adult,28.1,2.4,4.7,4.4,3.6,3.5,6.8,NA,9.7,0.9,1,Kate_Thomas
257,Anura,Neobatrachia,Hyperoliidae,NA,Hyperolius,bolifambae,Hyperolius_bolifambae,Hyperolius_bolifambae_Hyperoliidae,Hyperolius_bolifambae_Hyperoliidae,NHM,1980.1312,NA,adult,23.9,1.4,4.6,4,3.3,3.3,5.6,NA,8.7,0.7,0.7,Kate_Thomas
258,Anura,Neobatrachia,Hyperoliidae,NA,Hyperolius,bolifambae,Hyperolius_bolifambae,Hyperolius_bolifambae_Hyperoliidae,Hyperolius_bolifambae_Hyperoliidae,NHM,1980.1313,NA,adult,24.2,2,4.4,4.2,3.5,3.9,6,NA,8.8,0.8,0.9,Kate_Thomas
259,Anura,Neobatrachia,Hyperoliidae,NA,Hyperolius,viridiflavus,Hyperolius_viridiflavus,Hyperolius_viridiflavus_Hyperoliidae,Hyperolius_viridiflavus_Hyperoliidae,NHM,2002.42,NA,adult,23.5,1.3,3.5,3.3,2.6,2.7,4.8,NA,7.2,0.6,0.8,Kate_Thomas
260,Anura,Neobatrachia,Hyperoliidae,NA,Hyperolius,viridiflavus,Hyperolius_viridiflavus,Hyperolius_viridiflavus_Hyperoliidae,Hyperolius_viridiflavus_Hyperoliidae,NHM,2002.423,NA,adult,25.6,1.4,3.3,3.4,2.5,2.5,5.4,NA,7.3,0.8,0.8,Kate_Thomas
261,Anura,Neobatrachia,Hyperoliidae,NA,Hyperolius,viridiflavus,Hyperolius_viridiflavus,Hyperolius_viridiflavus_Hyperoliidae,Hyperolius_viridiflavus_Hyperoliidae,NHM,2002.421,NA,adult,25.5,1.2,3.3,3.3,2.8,3,4.8,NA,7.3,0.7,0.6,Kate_Thomas
262,Anura,Neobatrachia,Bufonidae,NA,Incilius,luetkenii,Incilius_luetkenii,Incilius_luetkenii_Bufonidae,Incilius_luetkenii_Bufonidae,NHM,96.10.8.58,NA,adult,37.3,3,6.1,5.7,4.1,4.5,5.1,NA,10.1,2.2,2.2,Kate_Thomas
263,Anura,Neobatrachia,Bufonidae,NA,Incilius,nebulifer,Incilius_nebulifer,Incilius_nebulifer_Bufonidae,Incilius_nebulifer_Bufonidae,NHM,87.1.4.55,NA,adult,113.9,204,13.6,12.7,7.6,7.4,19.4,NA,30.4,6,5.8,Kate_Thomas
264,Anura,Neobatrachia,Bufonidae,NA,Incilius,nebulifer,Incilius_nebulifer,Incilius_nebulifer_Bufonidae,Incilius_nebulifer_Bufonidae,NHM,87.1.4.56,NA,adult,56.9,133,7.4,7.4,5,5,9,NA,16.5,2.8,2.8,Kate_Thomas
265,Anura,Neobatrachia,Bufonidae,NA,Incilius,nebulifer,Incilius_nebulifer,Incilius_nebulifer_Bufonidae,Incilius_nebulifer_Bufonidae,NHM,54.11.13.10,NA,adult,80.6,53.3,10.1,9.3,6.8,7.6,12.7,NA,21.5,4.1,3.7,Kate_Thomas
266,Anura,Neobatrachia,Bufonidae,NA,Ingerophrynus,galeatus,Ingerophrynus_galeatus,Ingerophrynus_galeatus_Bufonidae,Ingerophrynus_galeatus_Bufonidae,NHM,1921.307,NA,adult,85.8,71,10.1,9,7.2,6.6,14.1,NA,23.1,4.3,4.8,Kate_Thomas
267,Anura,Neobatrachia,Bufonidae,NA,Ingerophrynus,galeatus,Ingerophrynus_galeatus,Ingerophrynus_galeatus_Bufonidae,Ingerophrynus_galeatus_Bufonidae,NHM,1921.308,NA,adult,69,41.4,7.5,7.5,5.9,6.1,11.2,NA,18.5,3.5,3.5,Kate_Thomas
