Dataset_name,Common_name,Group,Subgroup,Subclade,Other taxonomy,Body_mass_kg,Axial_diameter_mm,SVL_mm,Trans_diameter_mm,Cornea_diameter_mm,Reference,VertLife_name,VertLife_basetree,TimeTree_tiplabel,TimeTree_genus_sub
Haplochromis burtoni,African cichlid fish,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.319,4.037,NA,NA,NA,Howland et al. 2004,,,Haplochromis_burtoni,
Istiophorus albicans,Atlantic sailfish,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,25.2,40.785,NA,NA,NA,Howland et al. 2004,,,Istiophorus_albicans,
Labrus melops,Corkwing wrasse,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.333,2.2,NA,NA,NA,Howland et al. 2004,,,Symphodus_melops,
Labrus mixtus,Cuckoo wrasse,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.333,8.5,NA,NA,NA,Howland et al. 2004,,,Labrus_mixtus,
Lachnolaimus maximus,Hogfish,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.48,14.273,NA,NA,NA,Howland et al. 2004,,,Lachnolaimus_maximus,
Leuciscus rutilus,Roach,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.264,3.5,NA,NA,NA,Howland et al. 2004,,,Rutilus_rutilus,
Lutjanus analis,Mutton snapper,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,2.49,22.367,NA,NA,NA,Howland et al. 2004,,,Lutjanus_analis,
Melanogrammus,Haddock,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,3.275,24.815,NA,NA,NA,Howland et al. 2004,,,NA,Melanogrammus_aeglefinus
Mycteroperca bonaci,Black grouper,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,2.712,19.755,NA,NA,NA,Howland et al. 2004,,,Mycteroperca_bonaci,
Myoxocephalus,Longhorn sculpin,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.782,10,NA,NA,NA,Howland et al. 2004,,,NA,Myoxocephalus_polyacanthocephalus
Neogobius fluviatilis,Monkey goby,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.394,4.8,NA,NA,NA,Howland et al. 2004,,,Neogobius_fluviatilis,
Ocyurus chrysurus,Yellowtail snapper,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.255,13.495,NA,NA,NA,Howland et al. 2004,,,Ocyurus_chrysurus,
Oncorhynchus mykiss,Rainbow trout,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,2.75,13.654,NA,NA,NA,Howland et al. 2004,,,Oncorhynchus_mykiss,
Oncorhynchus mykiss,Rainbow trout,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.9,6.4,NA,NA,NA,Howland et al. 2004,,,Oncorhynchus_mykiss,
Perca flavescens,Yellow perch,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.1795,8.805,NA,NA,NA,Howland et al. 2004,,,Perca_flavescens,
Periophtalmus barbarus,Mudhopper,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.1714,5.33,NA,NA,NA,Howland et al. 2004,,,Periophthalmus_barbarus,
Polypterus endlicheri,Bichir,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.568,6,NA,NA,NA,Howland et al. 2004,,,Polypterus_endlicherii,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.0101,3.75,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.0065,2.75,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.0056,3.375,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.009,4,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.0034,2.863,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.0094,3.75,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.005,3,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.0063,3,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Porichthys notatus,Plainfin midshipman,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.0039,2.875,NA,NA,NA,Howland et al. 2004,,,Porichthys_notatus,
Romboplites aurorubens,Vermilion snapper,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.202,11.414,NA,NA,NA,Howland et al. 2004,,,Rhomboplites_aurorubens,
Salmo salar,Atlantic salmon,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,5.1415,16.674,NA,NA,NA,Howland et al. 2004,,,Salmo_salar,
Salmo trutta,Sea trout,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.292,11.027,NA,NA,NA,Howland et al. 2004,,,Salmo_trutta,
Salvelinus fontinalis,Brook trout,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.615,4.75,NA,NA,NA,Howland et al. 2004,,,Salvelinus_fontinalis,
Salvelinus namaycush,Lake trout,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,2.87,16.928,NA,NA,NA,Howland et al. 2004,,,Salvelinus_namaycush,
Scomberomorus,Spanish mackerel,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,1.457,16.662,NA,NA,NA,Howland et al. 2004,,,NA,Scomberomorus_niphonius
Sinilabeo dero,Kalabans,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,0.9186,3,NA,NA,NA,Howland et al. 2004,,,NA,Cyprinus_multitaeniata
Sphyraena barracuda,Great barracuda,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,8.773,28.383,NA,NA,NA,Howland et al. 2004,,,Sphyraena_barracuda,
Tetrapturus albidus,Atlantic white marlin,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,24.94,46.371,NA,NA,NA,Howland et al. 2004,,,Kajikia_albida,
Thunnus thynnis,Northern bluefin tuna,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,5.21,36.856,NA,NA,NA,Howland et al. 2004,,,Thunnus_thynnus,
Trachinotus ovatus,Derbio,Fishes (Actinopterygii),ray-finned fishes,Actinopterygii,,8.504,35.875,NA,NA,NA,Howland et al. 2004,,,Trachinotus_ovatus,
Abudefduf_saxatalis,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.05712,6.792,NA,10.108,NA,Schmitz & Wainwright 2011,,,Abudefduf_saxatilis,
Abudefduf_taurus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.154,6.98,NA,11.11,NA,Schmitz & Wainwright 2011,,,Abudefduf_taurus,
Acanthurus_bahianus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.04744,5.49,NA,9.044,NA,Schmitz & Wainwright 2011,,,Acanthurus_bahianus,
Acanthurus_coeruleus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.02,4.7,NA,7.935,NA,Schmitz & Wainwright 2011,,,Acanthurus_coeruleus,
Alphestes_afer,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.422475,13.22,NA,17.19,NA,Schmitz & Wainwright 2011,,,Alphestes_afer,
Aluterus_scriptus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0782,6.3,NA,10,NA,Schmitz & Wainwright 2011,,,Aluterus_scriptus,
Amblycirrhites_pinos,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.002325,3.12,NA,4.23,NA,Schmitz & Wainwright 2011,,,Amblycirrhitus_pinos,
Amblygobius_phalaena,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.004925,3.64,NA,5.375,NA,Schmitz & Wainwright 2011,,,Amblygobius_phalaena,
Amphiprion_melanopus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0036,2.66,NA,4.065,NA,Schmitz & Wainwright 2011,,,Amphiprion_melanopus,
Amphiprion_percula,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.00155,2.3,NA,3.22,NA,Schmitz & Wainwright 2011,,,Amphiprion_percula,
Amphiprion_periderion,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0061,3,NA,4.4075,NA,Schmitz & Wainwright 2011,,,Amphiprion_perideraion,
Anampses_meleagrides,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.00755,3.62,NA,5.07,NA,Schmitz & Wainwright 2011,,,Anampses_meleagrides,
Anampses_neoguinaicus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.006366667,3.38,NA,4.763333333,NA,Schmitz & Wainwright 2011,,,Anampses_neoguinaicus,
Anisotremus_virginicus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.023183333,7.91,NA,11.00333333,NA,Schmitz & Wainwright 2011,,,Anisotremus_virginicus,
Antennariidae_indet.,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0126,3.38,NA,5.07,NA,Schmitz & Wainwright 2011,,,NA,
Apogon_maculatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.003235,4.2595,NA,5.917,NA,Schmitz & Wainwright 2011,,,Apogon_maculatus,
Apogon_margaritophorous,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0009,2.906666667,NA,4.076666667,NA,Schmitz & Wainwright 2011,,,NA,Ostorhinchus_ishigakiensis
Apogon_melas,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.004825,5.83,NA,8.25,NA,Schmitz & Wainwright 2011,,,Apogonichthyoides_melas,
Apogon_sealei,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.006125,5.63,NA,7.975,NA,Schmitz & Wainwright 2011,,,NA,Ostorhinchus_guamensis
Apogon_townsendi,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0014,3.81,NA,6.11,NA,Schmitz & Wainwright 2011,,,NA,Apogon_erythrinus
Ariosoma_balearicum,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.007533333,4.176666667,NA,5.486666667,NA,Schmitz & Wainwright 2011,,,Ariosoma_balearicum,
Arothron_immaculatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0202,5.63,NA,7.7,NA,Schmitz & Wainwright 2011,,,Arothron_immaculatus,
Arothron_mappa,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0163,5.39,NA,6.88,NA,Schmitz & Wainwright 2011,,,Arothron_mappa,
Arothron_nigropunctatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.035825,6.225,NA,8.255,NA,Schmitz & Wainwright 2011,,,Arothron_nigropunctatus,
Arothron_stellatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.04655,7.78,NA,9.52,NA,Schmitz & Wainwright 2011,,,Arothron_stellatus,
Atherinomorus_stipes,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0043,4.76,NA,7.54,NA,Schmitz & Wainwright 2011,,,Atherinomorus_stipes,
Aulostomus_maculatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0481,6.046666667,NA,9.716666667,NA,Schmitz & Wainwright 2011,,,Aulostomus_maculatus,
Bodianus_bimaculatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.001683333,2.78,NA,3.676666667,NA,Schmitz & Wainwright 2011,,,Bodianus_bimaculatus,
Bodianus_diana,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.00681,4.183333333,NA,5.583333333,NA,Schmitz & Wainwright 2011,,,Bodianus_diana,
Bodianus_mesothorax,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.006372222,4.528888889,NA,6.112222222,NA,Schmitz & Wainwright 2011,,,Bodianus_mesothorax,
Bodianus_rufus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.016025,4.55,NA,6.38,NA,Schmitz & Wainwright 2011,,,Bodianus_rufus,
Bodianus_sepiocaudus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0032,3.41,NA,4.6,NA,Schmitz & Wainwright 2011,,,NA,Bodianus_bimaculatus
Bothus_ocellatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0298,4.6,NA,6.35,NA,Schmitz & Wainwright 2011,,,NA,Bothus_robinsi
Caesio_teres,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.023375,7.26,NA,9.92,NA,Schmitz & Wainwright 2011,,,Caesio_teres,
Cantherhines_macrocerus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.157,7.62,NA,10.16,NA,Schmitz & Wainwright 2011,,,Cantherhines_macrocerus,
Cantherines_pullus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0288,4.8325,NA,7.2125,NA,Schmitz & Wainwright 2011,,,Cantherhines_pullus,
Canthigaster_rostrata,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.00375,3.73,NA,5.355,NA,Schmitz & Wainwright 2011,,,Canthigaster_rostrata,
Centropyge_ardi,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0035,2.47,NA,4.195,NA,Schmitz & Wainwright 2011,,,NA,Centropyge_colini
Cephalopholis_boenacki,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0238,5.95,NA,7.78,NA,Schmitz & Wainwright 2011,,,Cephalopholis_boenak,
Cephalopholis_fulva,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.1765,10.72,NA,14.12,NA,Schmitz & Wainwright 2011,,,Cephalopholis_fulva,
Cephalopholis_miniata,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.01405,5.08,NA,6.74,NA,Schmitz & Wainwright 2011,,,Cephalopholis_miniata,
Cephalopholis_polleni,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0254,6.03,NA,8.57,NA,Schmitz & Wainwright 2011,,,Cephalopholis_polleni,
Cephalopholis_taeniops,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.00585,4.44,NA,6.11,NA,Schmitz & Wainwright 2011,,,Cephalopholis_taeniops,
Cephalopholis_urodeta,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.02815,5.63,NA,8.01,NA,Schmitz & Wainwright 2011,,,Cephalopholis_urodeta,
Cetoscarus_bicolor,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.009892,4.904,NA,6.358,NA,Schmitz & Wainwright 2011,,,Cetoscarus_bicolor,
Chaetodon_aculeatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0115,4.75,NA,7.37,NA,Schmitz & Wainwright 2011,,,Prognathodes_aculeatus,
Chaetodon_auriga,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.01055,5.12,NA,7.356666667,NA,Schmitz & Wainwright 2011,,,Chaetodon_auriga,
Chaetodon_capistratus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0266,5.393333333,NA,8.543333333,NA,Schmitz & Wainwright 2011,,,Chaetodon_capistratus,
Chaetodon_collare,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.00615,4.47,NA,6.663333333,NA,Schmitz & Wainwright 2011,,,Chaetodon_collare,
Chaetodon_ephippium,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.007075,4.48,NA,6.705,NA,Schmitz & Wainwright 2011,,,Chaetodon_ephippium,
Chaetodon_kleinii,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.01005,4.48,NA,6.705,NA,Schmitz & Wainwright 2011,,,Chaetodon_kleinii,
Chaetodon_lunula,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.01235,5.375,NA,7.775,NA,Schmitz & Wainwright 2011,,,Chaetodon_lunula,
Chaetodon_mertensi,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.01795,5,NA,7.42,NA,Schmitz & Wainwright 2011,,,Chaetodon_mertensii,
Chaetodon_octofasciatum,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.00775,4.09,NA,6.07,NA,Schmitz & Wainwright 2011,,,Chaetodon_octofasciatus,
Chaetodon_pelewensis,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.011125,4.13,NA,6.39,NA,Schmitz & Wainwright 2011,,,Chaetodon_pelewensis,
Chaetodon_striatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0616,7.06,NA,11.19,NA,Schmitz & Wainwright 2011,,,Chaetodon_striatus,
Cheilinus_chlorourus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.02255,5.95,NA,7.7,NA,Schmitz & Wainwright 2011,,,Cheilinus_chlorourus,
Cheilinus_fasciatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0291,6.11,NA,7.78,NA,Schmitz & Wainwright 2011,,,Cheilinus_fasciatus,
Chelmon_rostratus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.01105,4.656666667,NA,7.116666667,NA,Schmitz & Wainwright 2011,,,Chelmon_rostratus,
Chromis_cyanea,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.007725,4.21,NA,6.475,NA,Schmitz & Wainwright 2011,,,Chromis_cyanea,
Chromis_insolata,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.002216667,3.86,NA,6.006666667,NA,Schmitz & Wainwright 2011,,,Chromis_insolata,
Chromis_multilineata,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.01395,5.046,NA,7.602,NA,Schmitz & Wainwright 2011,,,Chromis_multilineata,
Chromis_viridis,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.001265625,2.672666667,NA,3.9,NA,Schmitz & Wainwright 2011,,,Chromis_viridis,
Cirrhilabrus_lubbocki,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.002583333,3.3,NA,4.296666667,NA,Schmitz & Wainwright 2011,,,Cirrhilabrus_lubbocki,
Cirrhilabrus_solorensis,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.00454375,3.71625,NA,4.77875,NA,Schmitz & Wainwright 2011,,,NA,Cirrhilabrus_katherinae
Cirrhitichthys_falco,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.00295,3.26,NA,4.35,NA,Schmitz & Wainwright 2011,,,Cirrhitichthys_falco,
Cirrhitichthys_oxycephalus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0058,3.95,NA,5.136666667,NA,Schmitz & Wainwright 2011,,,Cirrhitichthys_oxycephalus,
Cirrhitus_pinnulatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0907,8.89,NA,10.63,NA,Schmitz & Wainwright 2011,,,NA,
Clepticus_parrae,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.042427778,5.152592593,NA,7.387777778,NA,Schmitz & Wainwright 2011,,,Clepticus_parrae,
Coris_gaimard,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.01872,4.582,NA,6.188,NA,Schmitz & Wainwright 2011,,,Coris_gaimard,
Cromileptes_altiveles,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.039283333,6.226666667,NA,8.386666667,NA,Schmitz & Wainwright 2011,,,Cromileptes_altivelis,
Cryptocentrus_fasciatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.001883333,2.17,NA,3.34,NA,Schmitz & Wainwright 2011,,,NA,
Cryptocentrus_sp.,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.01215,4.05,NA,5.55,NA,Schmitz & Wainwright 2011,,,Cryptocentrus_sp.,
Ctenochaetus_striatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.00965,4.52,NA,6.51,NA,Schmitz & Wainwright 2011,,,Ctenochaetus_striatus,
Ctenochaetus_strigosus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0105,5.04,NA,7.26,NA,Schmitz & Wainwright 2011,,,Ctenochaetus_strigosus,
Ctenochaetus_tominiensis,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.01055,4.44,NA,6.59,NA,Schmitz & Wainwright 2011,,,Ctenochaetus_tominiensis,
Cyprinocirrhites_polyactis,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.00665,4.253333333,NA,6.253333333,NA,Schmitz & Wainwright 2011,,,NA,
Dascyllus_trimaculatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.01925,5.275,NA,7.78,NA,Schmitz & Wainwright 2011,,,Dascyllus_trimaculatus,
Dendrochirus_biocellatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0202,6.27,NA,8.65,NA,Schmitz & Wainwright 2011,,,NA,
Dendrochirus_brachypterus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.01145,6.39,NA,8.175,NA,Schmitz & Wainwright 2011,,,NA,
Dendrochirus_zebra,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0175,8.17,NA,11.51,NA,Schmitz & Wainwright 2011,,,Dendrochirus_zebra,
Diagramma_picta,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.00995,5.663333333,NA,8.07,NA,Schmitz & Wainwright 2011,,,Diagramma_picta,
Diodon_holocanthus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.08015,10.63333333,NA,13.73,NA,Schmitz & Wainwright 2011,,,Diodon_holocanthus,
Diplectrum_formosum,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.06725,7.94,NA,10.87,NA,Schmitz & Wainwright 2011,,,Diplectrum_formosum,
Diproctacanthus_xanthurus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.002025,2.8,NA,3.85,NA,Schmitz & Wainwright 2011,,,Diproctacanthus_xanthurus,
Echidna_catenata,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.096,2.94,NA,3.66,NA,Schmitz & Wainwright 2011,,,Echidna_catenata,
Ecsenius_lineatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0017,2.29,NA,3.18,NA,Schmitz & Wainwright 2011,,,NA,Ecsenius_bicolor
Epibulus_insidiator,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.01505,4.52,NA,6.19,NA,Schmitz & Wainwright 2011,,,Epibulus_insidiator,
Epinephelus_adscensionis,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.3532,13.56,NA,17.37,NA,Schmitz & Wainwright 2011,,,Epinephelus_adscensionis,
Epinephelus_cruentatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.12735,7.75,NA,10.61,NA,Schmitz & Wainwright 2011,,,Cephalopholis_cruentata,
Epinephelus_fulvus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0203,5.04,NA,7.02,NA,Schmitz & Wainwright 2011,,,Cephalopholis_fulva,
Epinephelus_guttatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0217,7.22,NA,9.84,NA,Schmitz & Wainwright 2011,,,Epinephelus_guttatus,
Epinephelus_ongus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.012166667,5.633333333,NA,7.536666667,NA,Schmitz & Wainwright 2011,,,Epinephelus_ongus,
Equetus_punctatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.193,12.7,NA,15.6,NA,Schmitz & Wainwright 2011,,,NA,
Eucinostomus_lefroyi,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0229,6.35,NA,10.79,NA,Schmitz & Wainwright 2011,,,Ulaema_lefroyi,
Forcipiger_flavissimus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.007916667,4.63,NA,7.036666667,NA,Schmitz & Wainwright 2011,,,Forcipiger_flavissimus,
Gerres_cinereus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.197,10.1,NA,18,NA,Schmitz & Wainwright 2011,,,Gerres_cinereus,
Gobiosoma_horsti,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0022,2.37,NA,2.7,NA,Schmitz & Wainwright 2011,,,Elacatinus_horsti,
Gramma_loreto,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.001266667,2.523333333,NA,3.933333333,NA,Schmitz & Wainwright 2011,,,Gramma_loreto,
Gymnothorax_fayagineus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.06365,4.05,NA,5.48,NA,Schmitz & Wainwright 2011,,,NA,Gymnothorax_nudivomer
Gymnothorax_fimbriatus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.04065,4.76,NA,6.27,NA,Schmitz & Wainwright 2011,,,Gymnothorax_fimbriatus,
Gymnothorax_moringa,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.374333333,6.113333333,NA,7.883333333,NA,Schmitz & Wainwright 2011,,,Gymnothorax_moringa,
Gymnothorax_richardsonii,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.019316667,3.073333333,NA,3.793333333,NA,Schmitz & Wainwright 2011,,,Gymnothorax_richardsonii,
Gymnothorax_vicinus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.344,5.87,NA,7.3,NA,Schmitz & Wainwright 2011,,,Gymnothorax_vicinus,
Haemulon_aurolineatum,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.004525,4.895,NA,6.85,NA,Schmitz & Wainwright 2011,,,Haemulon_aurolineatum,
Haemulon_carbonarium,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.023766667,8.673333333,NA,11.72,NA,Schmitz & Wainwright 2011,,,NA,Haemulon_aurolineatum
Haemulon_chrysargyreum,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.04537,9.4,NA,13.57,NA,Schmitz & Wainwright 2011,,,NA,Haemulon_aurolineatum
Haemulon_flavolineatum,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.02488,6.08,NA,9.101,NA,Schmitz & Wainwright 2011,,,NA,Haemulon_aurolineatum
Haemulon_melanurum,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.024366667,8.28,NA,11.24,NA,Schmitz & Wainwright 2011,,,NA,Haemulon_aurolineatum
Haemulon_parra,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.154125,14.85,NA,18.775,NA,Schmitz & Wainwright 2011,,,NA,Haemulon_aurolineatum
Haemulon_plumieri,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.145966667,12.13,NA,15.93,NA,Schmitz & Wainwright 2011,,,Haemulon_plumierii,
Haemulon_sciurus,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.103671429,12.63571429,NA,16.28571429,NA,Schmitz & Wainwright 2011,,,Haemulon_sciurus,
Haemulon_striatum,,Fishes (Actinopterygii),teleost reef fishes,Teleostei ,,0.0047,4.73,NA,6.73,NA,Schmitz & Wainwright 2011,,,NA,Haemulon_aurolineatum
